11,2018/10/30 10:01:31:892,49.636,0,48.799,0,50.128,0,40.49,0,40.037,0,57.395,0,45.821,0,43.986,0,46.7,0,46.538,0,46.124,0,43.592,0,68.033,0,48.705,0,51.554,0,50.306,0,50.431,0,49.761,0,56.273,0,45.51,0,46.162,0,48.925,0,45.329,0,46.646,0,45.998,0,44.641,0,45.471,0,46.864,0,47.141,0,46.39,0
12,2018/10/30 10:01:41:892,49.494,0,48.681,0,49.93,0,40.15,0,40.278,0,57.32,0,46.226,0,44.706,0,46.748,0,45.659,0,45.121,0,42.998,0,68.537,0,49.552,0,50.967,0,49.029,0,49.381,0,50.549,0,56.343,0,46.332,0,47.206,0,47.963,0,45.343,0,46.378,0,45.147,0,44.843,0,44.343,0,46.088,0,46.327,0,46.371,0
13,2018/10/30 10:01:51:892,49.84,0,48.9,0,49.992,0,39.368,0,39.696,0,57.309,0,46.17,0,44.078,0,46.697,0,46.448,0,46.167,0,42.952,0,68.755,0,49.054,0,50.817,0,49.522,0,49.716,0,49.836,0,55.177,0,46.241,0,46.208,0,48.727,0,45.662,0,46.345,0,45.174,0,43.943,0,45.049,0,46.94,0,45.962,0,46.047,0
14,2018/10/30 10:02:01:892,49.202,0,47.853,0,48.909,0,39.703,0,39.472,0,57.914,0,45.345,0,44.127,0,46.732,0,46.275,0,45.596,0,42.954,0,67.407,0,49.39,0,51.407,0,49.981,0,49.333,0,50.394,0,55.29,0,45.08,0,47.247,0,48.684,0,45.313,0,47.143,0,45.12,0,44.775,0,45.007,0,46.804,0,46.711,0,45.763,0
15,2018/10/30 10:02:11:892,49.716,0,48.903,0,49.925,0,40.077,0,40.202,0,57.837,0,45.899,0,44.844,0,47.487,0,46.108,0,44.869,0,43.574,0,67.282,0,49.636,0,51.147,0,50.212,0,49.917,0,50.405,0,55.491,0,45.613,0,46.152,0,48.561,0,45.892,0,46.667,0,45.133,0,44.444,0,44.904,0,46.829,0,46.538,0,46.001,0
16,2018/10/30 10:02:21:892,49.742,0,47.907,0,49.34,0,39.537,0,40.543,0,57.815,0,46.33,0,44.238,0,47.596,0,45.523,0,45.295,0,42.678,0,67.981,0,49.352,0,51.693,0,49.791,0,49.878,0,50.583,0,55.884,0,45.602,0,46.377,0,48.556,0,45.831,0,47.232,0,45.498,0,44.776,0,44.286,0,46.057,0,46.315,0,47.008,0
17,2018/10/30 10:02:31:892,49.6,0,47.817,0,49.622,0,39.183,0,39.76,0,57.351,0,45.863,0,44.095,0,47.507,0,46.087,0,46.203,0,42.963,0,68.728,0,48.847,0,51.353,0,49.728,0,49.761,0,49.726,0,55.187,0,45.062,0,46.373,0,47.975,0,45.643,0,47.159,0,45.478,0,44.75,0,45.768,0,46.601,0,46.01,0,46.846,0
18,2018/10/30 10:02:41:892,49.382,0,48.809,0,49.998,0,39.935,0,39.679,0,57.202,0,46.187,0,44.096,0,47.336,0,46.815,0,46.315,0,43.711,0,67.969,0,49.583,0,51.175,0,49.198,0,49.522,0,50.187,0,55.468,0,45.582,0,46.323,0,47.973,0,45.464,0,46.69,0,45.961,0,44.748,0,45.14,0,46.933,0,46.875,0,46.141,0
19,2018/10/30 10:02:51:892,49.108,0,48.148,0,50.086,0,40.163,0,39.661,0,57.325,0,46.221,0,44.958,0,47.997,0,46.754,0,45.113,0,42.706,0,68.749,0,48.833,0,51.11,0,49.01,0,49.738,0,49.973,0,55.156,0,46.449,0,46.952,0,48.529,0,46.374,0,47.071,0,45.231,0,44.787,0,44.279,0,46.956,0,46.325,0,46.264,0
20,2018/10/30 10:03:01:892,49.896,0,47.872,0,50.016,0,39.344,0,39.675,0,57.976,0,45.343,0,44.971,0,47.211,0,45.629,0,45.094,0,43.528,0,68.744,0,49.392,0,51.107,0,49.002,0,49.095,0,50.501,0,55.118,0,45.854,0,46.152,0,48.599,0,45.005,0,47.208,0,45.133,0,43.943,0,45.764,0,46.088,0,46.181,0,45.809,0
21,2018/10/30 10:03:11:892,49.269,0,47.823,0,49.033,0,39.282,0,40.183,0,57.301,0,45.434,0,45.198,0,47.46,0,45.824,0,46.314,0,43.866,0,68.131,0,49.374,0,51.755,0,49.611,0,49.663,0,50.555,0,55.118,0,46.444,0,46.76,0,47.969,0,46.144,0,47.165,0,46.204,0,44.769,0,44.287,0,46.072,0,46.292,0,46.648,0
22,2018/10/30 10:03:21:892,49.065,0,47.923,0,49.185,0,40.364,0,39.697,0,58.065,0,45.313,0,44.165,0,47.187,0,46.462,0,44.886,0,44.134,0,67.599,0,48.733,0,51.104,0,49.25,0,49.054,0,49.657,0,55.18,0,45.289,0,46.352,0,48.727,0,46.092,0,46.338,0,45.085,0,44.619,0,44.29,0,46.983,0,46.032,0,46.158,0
23,2018/10/30 10:03:31:892,49.816,0,48.676,0,49.783,0,40.147,0,40.254,0,57.159,0,46.108,0,44.414,0,47.916,0,46.211,0,44.848,0,43.128,0,68.737,0,48.788,0,50.509,0,49.179,0,49.885,0,49.598,0,56.011,0,45.911,0,46.347,0,48.435,0,46.206,0,46.013,0,45.077,0,43.835,0,45.722,0,46.591,0,46.568,0,46.783,0
24,2018/10/30 10:03:41:892,49.036,0,48.89,0,49.955,0,39.809,0,40.238,0,58.537,0,45.086,0,44.357,0,47.235,0,46.159,0,45.54,0,44.028,0,67.94,0,48.775,0,50.735,0,49.155,0,48.985,0,49.381,0,55.866,0,45.568,0,47.218,0,47.862,0,45.746,0,46.614,0,45.093,0,43.948,0,44.531,0,46.889,0,46.463,0,45.761,0
25,2018/10/30 10:03:51:892,49.704,0,47.903,0,49.893,0,40.141,0,39.633,0,57.794,0,46.257,0,44.456,0,46.605,0,45.582,0,45.933,0,43.47,0,67.59,0,49.276,0,51.641,0,48.786,0,49.902,0,49.634,0,55.101,0,45.619,0,47.269,0,48.545,0,45.273,0,47.079,0,45.331,0,44.11,0,44.389,0,46.916,0,45.968,0,46.017,0
26,2018/10/30 10:04:01:892,49.653,0,47.857,0,49.812,0,39.738,0,39.67,0,57.923,0,45.571,0,44.595,0,47.585,0,45.385,0,46.121,0,42.559,0,67.669,0,49.43,0,51.24,0,49.465,0,49.678,0,49.999,0,56.082,0,45.562,0,47.182,0,47.783,0,45.673,0,46.435,0,45.052,0,44.223,0,44.156,0,46.664,0,47.033,0,46.315,0
27,2018/10/30 10:04:11:892,49.163,0,48.08,0,49.548,0,40.135,0,40.539,0,57.746,0,46.107,0,44.079,0,47.224,0,46.204,0,46.144,0,43.805,0,67.43,0,49.35,0,51.793,0,49.812,0,49.63,0,49.306,0,55.536,0,45.568,0,46.736,0,48.189,0,45.657,0,47.501,0,44.804,0,44.029,0,45.129,0,46.856,0,45.976,0,45.736,0
28,2018/10/30 10:04:21:892,49.667,0,48.9,0,49.39,0,40.128,0,39.62,0,57.902,0,46.192,0,44.543,0,47.471,0,46.259,0,46.291,0,42.729,0,67.923,0,49.672,0,51.72,0,50.084,0,49.667,0,49.606,0,55.386,0,45.854,0,47.136,0,47.867,0,45.681,0,46.319,0,45.017,0,43.861,0,44.536,0,46.153,0,46.679,0,45.444,0
29,2018/10/30 10:04:31:892,48.827,0,48.679,0,49.909,0,40.134,0,39.456,0,58.038,0,46.152,0,44.396,0,47.228,0,46.428,0,46.076,0,43.15,0,68.185,0,49.599,0,51.801,0,49.593,0,49.867,0,49.685,0,56.268,0,45.806,0,46.025,0,47.666,0,45.737,0,45.937,0,45.025,0,44.045,0,44.321,0,46.4,0,46.012,0,46.83,0
30,2018/10/30 10:04:41:892,49.964,0,48.438,0,49.288,0,39.777,0,39.61,0,57.076,0,46.06,0,44.872,0,47.552,0,45.532,0,44.889,0,43.861,0,67.398,0,49.392,0,50.748,0,49.193,0,49.007,0,49.35,0,55.92,0,44.965,0,46.05,0,47.878,0,46.027,0,46.992,0,45.07,0,44.92,0,45.365,0,46.15,0,45.947,0,46.968,0
31,2018/10/30 10:04:51:892,49.034,0,47.88,0,49.36,0,39.715,0,40.311,0,58.052,0,46.187,0,44.431,0,46.652,0,46.493,0,44.873,0,42.768,0,67.864,0,49.581,0,50.44,0,49.188,0,49.604,0,50.722,0,55.446,0,45.594,0,47.164,0,48.729,0,44.713,0,46.262,0,44.713,0,44.256,0,44.353,0,46.287,0,46.317,0,46.838,0
32,2018/10/30 10:05:01:892,49.805,0,47.936,0,49.092,0,39.655,0,39.429,0,57.728,0,45.868,0,44.915,0,47.452,0,46.165,0,44.954,0,43.539,0,67.975,0,49.394,0,51.204,0,50.323,0,49.521,0,49.979,0,55.414,0,45.338,0,46.902,0,48.771,0,45.333,0,46.444,0,45.504,0,44.007,0,45.711,0,46.264,0,46.017,0,46.653,0
33,2018/10/30 10:05:11:892,49.639,0,48.218,0,49.095,0,39.415,0,39.451,0,57.862,0,45.302,0,44.826,0,47.293,0,46.29,0,45.649,0,42.958,0,68.756,0,49.655,0,51.558,0,49.537,0,49.666,0,49.998,0,55.526,0,45.587,0,46.152,0,48.787,0,44.795,0,47.425,0,45.472,0,44.503,0,45.643,0,46.921,0,46.831,0,45.812,0
